['additions'],['closedAt'],['createdAt'],['deletions'],['merged'],['mergedAt'],['paticipants'],['publishedAt'],['title']
706,2013-10/2,2013-10/2,374,True,2013-10/2,2,2013-10/2,Using monit for system monitoring instead of god
1,2013-10/2,2013-10/2,1,True,2013-10/2,1,2013-10/2,Update README.md
1,2013-10/2,2013-10/2,1,True,2013-10/2,2,2013-10/2,fixed lxml import
0,2013-10/2,2013-10/2,7,True,2013-10/2,2,2013-10/2,"removed link to admin console on dashboard, since only py2.5 apps have it"
0,2013-10/2,2013-10/2,19,True,2013-10/2,2,2013-10/2,removed protobuf copy to google folder which causes path issues with two...
73,2013-10/2,2013-10/2,133,True,2013-10/2,3,2013-10/2,Precise upgrade
492,2013-10/4,2013-10/4,203,True,2013-10/4,3,2013-10/4,Cassandra2.0.1 and Pycassa 1.9.1
580,2013-10/4,2013-10/4,253,True,2013-10/4,3,2013-10/4,Connection errors
583,2013-10/8,2013-10/8,256,True,2013-10/8,3,2013-10/8,Python location
493,2013-10/8,2013-10/8,215,True,2013-10/8,3,2013-10/8,"Blobstore fix, setting the correct redirect path"
611,2013-10/8,2013-10/8,426,False,,1,2013-10/8,Remove python25
28,2013-10/8,2013-10/8,165,True,2013-10/8,2,2013-10/8,Remove python25
259,2013-10/10,2013-10/10,170,True,2013-10/10,2,2013-10/10,Devappserver2 blobstore implementation using datastore as the backend.
1,2013-10/10,2013-10/10,1,True,2013-10/10,2,2013-10/10,added auth to flower
2,2013-10/11,2013-10/11,2,True,2013-10/11,2,2013-10/11,"not specifying x86_64 in glob for lxml, since that breaks on i686"
42,2013-10/13,2013-10/13,3,True,2013-10/13,2,2013-10/13,taking in user-specified commands to run from the tools and execing them
8,2013-10/14,2013-10/14,54,True,2013-10/14,2,2013-10/14,Fixed progenitor to not use god
1,2013-10/14,2013-10/14,1,True,2013-10/14,2,2013-10/14,fixed issue with using app_id wrong
60,2013-10/15,2013-10/15,16,True,2013-10/15,2,2013-10/15,Reuse appserver ports
151,2013-10/16,2013-10/16,104,True,2013-10/16,2,2013-10/16,"refactored upload app to be asynchronous, and changed appdashboard to poll"
32,2013-10/16,2013-10/16,87,True,2013-10/16,2,2013-10/16,No retry logic on dashboard helper
13,2013-10/16,2013-10/16,10,True,2013-10/16,2,2013-10/16,Automatically reviving cassandra if it fails
14,2013-10/16,2013-10/16,10,True,2013-10/16,2,2013-10/16,Revive zookeeper with monit
42,2013-10/16,2013-10/16,1,True,2013-10/16,2,2013-10/16,Nginx port file
37,2013-10/16,2013-10/16,26,True,2013-10/16,2,2013-10/16,Allow users to upload zipped App Engine apps to the AppDashboard
14,2013-10/17,2013-10/17,3,True,2013-10/17,2,2013-10/17,having haproxy be started and controlled by monit
7,2013-10/17,2013-10/17,2,True,2013-10/17,2,2013-10/17,using monit to monitor ejabberd
33,2013-10/17,2013-10/17,22,True,2013-10/17,2,2013-10/17,Revive rabbitmq with monit
20,2013-10/17,2013-10/17,8,True,2013-10/17,2,2013-10/17,Revive nginx with monit
12,2013-10/18,2013-10/18,8,True,2013-10/18,2,2013-10/18,Ifconfig on non english locales
16,2013-10/18,2013-10/18,4,True,2013-10/18,2,2013-10/18,shortening keys because of xmemcached max length of 250
3,2013-10/18,2013-10/18,2,True,2013-10/18,2,2013-10/18,properly mocking out if nginx is running
432,2013-11/21,2013-10/21,225,True,2013-11/21,2,2013-10/21,Only running haproxy on login node
58,2013-10/23,2013-10/23,66,True,2013-10/23,2,2013-10/23,passing region parameter from AppController to IaasManager
14,2013-12/28,2013-10/28,10,True,2013-12/28,2,2013-10/28,using morris.js to make request per second graph
10,2013-11/28,2013-10/28,88,True,2013-11/28,2,2013-10/28,Nginx / haproxy port reuse
22,2015-12/29,2013-10/29,70,False,,3,2013-10/29,Docker support
1,2013-10/29,2013-10/29,0,True,2013-10/29,2,2013-10/29,Monitoring app engine apps when we start them
0,2013-10/30,2013-10/30,1,True,2013-10/30,2,2013-10/30,not printing users AWS secret keys when running on ec2 or euca
1,2013-10/30,2013-10/30,1,True,2013-10/30,2,2013-10/30,"deleting apps by keys, instead of with the actual model"
7,2013-10/30,2013-10/30,0,True,2013-10/30,2,2013-10/30,having dashboard update links to relocated apps
941,2013-12/30,2013-10/30,280,False,,2,2013-10/30,Composite indexes for python
2,2013-11/1,2013-11/1,0,True,2013-11/1,2,2013-11/1,Properly setting nginx_https port
2,2013-11/4,2013-11/4,2,True,2013-11/4,2,2013-11/4,removing whitespace that is present in config files on aws
4,2013-11/4,2013-11/4,1,True,2013-11/4,2,2013-11/4,bumping log level by one in python apps to be consistent with java
5,2013-11/4,2013-11/4,0,True,2013-11/4,2,2013-11/4,allowing modprobe to fail since GCE does not support it
32,2013-11/4,2013-11/4,27,True,2013-11/4,2,2013-11/4,Fixed XMPP for relocated apps
56,2013-11/4,2013-11/4,6,True,2013-11/4,2,2013-11/4,bumped version number to 1.12.0
24,2013-11/5,2013-11/5,3,True,2013-11/5,2,2013-11/5,correctly sending over port file to all nodes
1,2013-11/5,2013-11/5,0,True,2013-11/5,2,2013-11/5,removing port files when taking down appscale
3,2013-11/6,2013-11/6,8,True,2013-11/6,2,2013-11/6,correctly starting nginx in cases where it is not initially running
1,2013-11/8,2013-11/8,1,True,2013-11/8,2,2013-11/8,Generating kind stats now works in advanced deployments
1,2013-11/8,2013-11/8,1,True,2013-11/8,2,2013-11/8,"Updating GCE to use v1beta16, since v1beta15 is now deprecated"
16,2013-11/8,2013-11/8,5,True,2013-11/8,2,2013-11/8,Avoiding race condition on assigning to @nodes
141,2013-12/12,2013-11/12,6,True,2013-12/12,2,2013-11/12,AppController no longer crashes if local IP has changed since last execution
14,2013-11/12,2013-11/12,4,True,2013-11/12,2,2013-11/12,correctly detecting the EBS mount point when running on Xen PV hardware
5,2013-11/12,2013-11/12,1,True,2013-11/12,2,2013-11/12,allowing root connections on celery workers
2,2013-11/13,2013-11/13,0,True,2013-11/13,2,2013-11/13,Add X-Forwarded-Ssl and X-Forwarded-Proto for better SSL support
9,2013-11/13,2013-11/13,2,True,2013-11/13,2,2013-11/13,Prevent malicious overwriting of x-forwarded-proto and ssl
2,2013-11/13,2013-11/13,2,True,2013-11/13,2,2013-11/13,always erasing local appcontroller state when tearing appscale down
129,2013-12/13,2013-11/13,0,True,2013-12/13,2,2013-11/13,Enable users to query and set AppController instance variables
29,2013-11/14,2013-11/14,30,True,2013-11/14,2,2013-11/14,No longer infinitely retrying timed out SOAP calls
27,2013-12/14,2013-11/14,6,True,2013-12/14,2,2013-11/14,Allowing user commands to have >> characters in them
11,2013-11/14,2013-11/14,5,True,2013-11/14,2,2013-11/14,"using all database peers when connecting to pycassa, instead of just localhost"
1,2013-11/14,2013-11/14,1,True,2013-11/14,2,2013-11/14,Making sure that zookeeper owns all folders in the zookeeper directory
2,2013-11/18,2013-11/18,2,True,2013-11/18,2,2013-11/18,Use stable celery version
1045,2013-11/19,2013-11/19,282,False,,2,2013-11/19,Java comp indexes
4,2013-12/19,2013-11/19,4,True,2013-12/19,2,2013-11/19,fixed fakes for old version of boto
1,2013-12/20,2013-11/20,3,True,2013-12/20,2,2013-11/20,Always returning current time when updating ZK node list
7,2013-12/21,2013-11/21,1,True,2013-12/21,2,2013-11/21,Validating that APIChecker data is a Hash before using it
34,2013-12/22,2013-11/22,15,True,2013-12/22,2,2013-11/22,changed autoscaler to not add appservers to machines with >90% CPU used
2,2013-12/25,2013-11/25,0,True,2013-12/25,2,2013-11/25,Jpeg decoder issue
4,2013-12/26,2013-11/26,0,True,2013-12/26,2,2013-11/26,added irc link to status page for cloud admins
1,2013-12/26,2013-11/26,48,True,2013-12/26,2,2013-11/26,"removed landing page, and instead using status page for / route"
6,2013-12/26,2013-11/26,4,True,2013-12/26,2,2013-11/26,"displaying log download button on logs page, instead of on landing page"
13,2013-12/2,2013-12/2,0,True,2013-12/2,2,2013-12/2,Fix for error pages of http to https port
58,2013-12/2,2013-12/2,12,True,2013-12/2,2,2013-12/2,Persist Task Queue tasks to EBS/PD
22,2013-12/2,2013-12/2,60,True,2013-12/2,2,2013-12/2,Upgrade to Cloudera version of ZooKeeper
22,2013-12/3,2013-12/3,0,True,2013-12/3,2,2013-12/3,"not querying the apichecker every 20 seconds, but making it configurable"
25,2014-1/4,2013-12/4,1,True,2014-1/4,2,2013-12/4,correctly restarting services in multinode deployments
20,2013-12/4,2013-12/4,1,True,2013-12/4,2,2013-12/4,"sending a polite kill before sending a SIGKILL, and properly downscaling"
1,2013-12/5,2013-12/5,0,True,2013-12/5,2,2013-12/5,import sys for zkinterface
305319,2013-12/6,2013-12/6,18567,True,2013-12/6,2,2013-12/6,Support for Go 1 apps
1,2013-12/6,2013-12/6,1,True,2013-12/6,2,2013-12/6,fix logo link
1315,2013-12/6,2013-12/6,532,True,2013-12/6,2,2013-12/6,Native composite index support
2,2013-12/10,2013-12/10,7,True,2013-12/10,2,2013-12/10,Catch generic exceptions and do not use -9 to bring down appservers
15,2013-12/11,2013-12/11,16,True,2013-12/11,2,2013-12/11,calculating CPU and memory used by adding up lines in top
217,2014-9/12,2013-12/12,12,False,,2,2013-12/12,Providing users with a page to upload vetted applications directly
2,2013-12/12,2013-12/12,0,True,2013-12/12,2,2013-12/12,rsyncing appserver-java directory to all nodes
5,2013-12/16,2013-12/16,2,True,2013-12/16,2,2013-12/16,only writing api status to local file if it was updated
5,2013-12/16,2013-12/16,3,True,2013-12/16,2,2013-12/16,presenting APIs in alphabetical order on status page
6,2013-12/17,2013-12/17,0,True,2013-12/17,2,2013-12/17,not sending empty logs to dashboard
12,2013-12/17,2013-12/17,24,True,2013-12/17,2,2013-12/17,using mocks instead of boto instances to avoid breaking tests on new versions of boto
51,2013-12/18,2013-12/18,8,True,2013-12/18,2,2013-12/18,bumped version number
9,2013-12/20,2013-12/20,0,True,2013-12/20,2,2013-12/20,notify a failed transaction if there is a datastore connection issue
6,2013-12/20,2013-12/20,3,True,2013-12/20,2,2013-12/20,fix when trying to get locks for non-trans but lose the txn hash resulti...
29,2013-12/20,2013-12/20,24,True,2013-12/20,2,2013-12/20,Update ZK stub
25,2014-1/24,2013-12/24,13,True,2014-1/24,2,2013-12/24,Setting limit to max out at 1k
3,2013-12/27,2013-12/27,2,True,2013-12/27,2,2013-12/27,Adding placeholder arg for compatible interface to Channel API
25,2014-1/27,2013-12/27,25,True,2014-1/27,2,2013-12/27,increase cutoff timeout
92,2013-12/27,2013-12/27,57,True,2013-12/27,2,2013-12/27,Kind delimiter
1,2014-1/27,2013-12/27,1,True,2014-1/27,2,2013-12/27,Increased mem limit
10,2013-12/30,2013-12/30,11,True,2013-12/30,2,2013-12/30,Converting to correct protocol buffer format.
1,2014-1/30,2013-12/30,1,True,2014-1/30,2,2013-12/30,always rewriting nginx config on app upload
1,2014-1/2,2014-1/2,0,True,2014-1/2,2,2014-1/2,"setting $PYTHON_LIB for python app engine apps, so that apps can use it in their app.yaml"
9,2014-1/2,2014-1/2,1,True,2014-1/2,2,2014-1/2,instructing nginx to parse static_files in app.yaml as regex if any regex chars are seen
37,2014-1/4,2014-1/4,29,True,2014-1/4,2,2014-1/4,zig zag fix for large quantities of data
69,2014-1/4,2014-1/4,66,True,2014-1/4,3,2014-1/4,Multiple filters property composite
42,2014-1/7,2014-1/7,42,True,2014-1/7,2,2014-1/7,Fix unit test with new kind delimiter
3,2014-1/7,2014-1/7,8,True,2014-1/7,2,2014-1/7,using NGINX_PORT instead of dev appserver port for SERVER_PORT env var
73,2014-1/8,2014-1/8,43,True,2014-1/8,2,2014-1/8,Issues with left over locks and failure to delete locks (possibly due to...
4,2014-1/8,2014-1/8,0,True,2014-1/8,2,2014-1/8,Channel 502 issue
74,2014-1/9,2014-1/9,44,True,2014-1/9,2,2014-1/9,Set max limit for queries to 10k
171,2014-1/9,2014-1/9,66,True,2014-1/9,3,2014-1/9,Fix for cursors in ZigZag Merge Join queries.
9,2014-1/10,2014-1/10,1,True,2014-1/10,3,2014-1/10,Fix channel API for when the appscale secret changes.
361,2014-1/13,2014-1/13,169,True,2014-1/13,2,2014-1/13,Filter null values on composite range queries and single prop queries
21,2014-1/14,2014-1/14,0,True,2014-1/14,2,2014-1/14,Expose monit dashboard in AppDashboard to cloud admins
200,2014-1/14,2014-1/14,182,True,2014-1/14,2,2014-1/14,Allow users to set max memory for AppServers
1,2014-1/14,2014-1/14,1,True,2014-1/14,2,2014-1/14,Reporting number of AppServers at login node
6,2014-1/14,2014-1/14,3,True,2014-1/14,2,2014-1/14,Passing flower password from tools to flower
25,2014-1/20,2014-1/20,119,True,2014-1/20,2,2014-1/20,Fixed java app engine logging
3,2014-1/21,2014-1/21,1,True,2014-1/21,2,2014-1/21,Fixing broken unit test for zookeeper transaction rety
18,2014-1/22,2014-1/22,9,True,2014-1/22,2,2014-1/22,remote shell capabilities for AppScale
1,2014-1/22,2014-1/22,1,True,2014-1/22,2,2014-1/22,increased the number of cycles before killing
169,2014-1/22,2014-1/22,361,False,,2,2014-1/22,unmerging pulls
186,2014-1/22,2014-1/22,228,False,,2,2014-1/22,Remove pulls
142,2014-1/23,2014-1/23,142,True,2014-1/23,2,2014-1/23,Change creds to options for proper passing of flower password
51,2014-1/24,2014-1/24,32,True,2014-1/24,2,2014-1/24,fixed logging to not be blocking and wasteful on datastore operations
46,2014-1/27,2014-1/27,25,True,2014-1/27,2,2014-1/27,fix for async log service
6,2014-1/28,2014-1/28,3,True,2014-1/28,2,2014-1/28,showing less logs in the dashboard and increasing the cassandra default ...
1,2014-1/28,2014-1/28,1,True,2014-1/28,3,2014-1/28,Increasing timeout time when datastore server request takes longer than ...
2,2014-1/29,2014-1/29,35,True,2014-1/29,2,2014-1/29,removed scheduler for TQ because it was causing a null pointer
2,2014-1/29,2014-1/29,1,True,2014-1/29,3,2014-1/29,removed a really common print statement.
220,2014-2/31,2014-1/31,121,True,2014-2/31,3,2014-1/31,be able to get correct namespaces and use json
4,2014-2/31,2014-1/31,2,True,2014-2/31,1,2014-1/31,Update the test to not be order sensitive for EC2
55,2014-2/4,2014-2/4,7,True,2014-2/4,2,2014-2/4,Release orphan locks
6,2014-2/5,2014-2/5,62,False,,1,2014-2/5,nginx upgrade to latest nginx
58,2014-2/5,2014-2/5,69,True,2014-2/5,2,2014-2/5,Nginx checkout
1,2014-2/6,2014-2/6,1,True,2014-2/6,2,2014-2/6,update message for MR lib
38,2014-2/6,2014-2/6,19,True,2014-2/6,1,2014-2/6,Removing s~ from all references in AppScale
41,2014-2/7,2014-2/7,6,True,2014-2/7,2,2014-2/7,Bumped version number to 1.14.0
80,2014-2/7,2014-2/7,26,True,2014-2/7,1,2014-2/7,Pull from master bump to 1.14.0
81,2014-2/12,2014-2/12,6,True,2014-2/12,1,2014-2/12,Fixes for GCE API
1,2014-2/14,2014-2/14,1,True,2014-2/14,2,2014-2/14,use master instead of testing
1,2014-2/14,2014-2/14,1,True,2014-2/14,2,2014-2/14,updated date
1,2014-2/18,2014-2/18,2,True,2014-2/18,2,2014-2/18,fixes for Digital Ocean build and running
6,2014-3/28,2014-2/28,23,True,2014-3/28,2,2014-2/28,Use openjdk
0,2014-3/28,2014-2/28,3,True,2014-3/28,2,2014-2/28,Restart issues
9,2014-3/28,2014-2/28,11,True,2014-3/28,3,2014-2/28,System ntp
1,2014-3/3,2014-3/3,1,True,2014-3/3,2,2014-3/3,Fixed the release date
2343,2016-3/4,2014-3/4,345,False,,3,2014-3/4,Gcs on appscale
4,2014-3/4,2014-3/4,0,True,2014-3/4,2,2014-3/4,Adding missing flush function
162,2014-5/7,2014-3/7,16,False,,2,2014-3/7,Wheezy support
1,2014-3/7,2014-3/7,1,True,2014-3/7,2,2014-3/7,fixed issue where zig zag was not being identified because list order ma...
145,2014-3/13,2014-3/13,84,True,2014-3/13,2,2014-3/13,Added support for custom Java App layouts.
3,2014-3/19,2014-3/19,3,True,2014-3/19,2,2014-3/19,Appinventor fix
6,2014-3/20,2014-3/20,2,True,2014-3/20,2,2014-3/20,Fixed path lookup to handle nested Java apps.
12563,2014-3/28,2014-3/28,379,False,,1,2014-3/28,Ndb import webapp
1,2014-4/28,2014-3/28,1,True,2014-4/28,2,2014-3/28,fix for ndb import
1,2014-4/2,2014-4/2,1,True,2014-4/2,2,2014-4/2,upgrade cassandra to 2.0.6
2,2014-4/3,2014-4/3,0,True,2014-4/3,2,2014-4/3,Limit on zig zag queries
27,2014-5/3,2014-4/3,4,True,2014-5/3,3,2014-4/3,Limit on zig zag queries and be able to skip entities that will not match the query
2,2014-4/9,2014-4/9,2,True,2014-4/9,2,2014-4/9,upgraded nginx to 1.5.13
88,2014-4/9,2014-4/9,49,True,2014-4/9,2,2014-4/9,Bootstrap
58,2014-4/18,2014-4/18,229,True,2014-4/18,2,2014-4/18,Use packages
220,2014-5/22,2014-4/22,2738,True,2014-5/22,3,2014-4/22,Wheezy
1,2014-5/22,2014-4/22,1,True,2014-5/22,3,2014-4/22,make the default size of a channel bigger
353,2014-5/23,2014-4/23,1524,False,,2,2014-4/23,Java batching
7,2014-4/23,2014-4/23,4,True,2014-4/23,2,2014-4/23,Lookup of appengine-web.xml at most (and not exactly) in sub-level 1.
13,2014-4/30,2014-4/30,2,True,2014-4/30,3,2014-4/30,Fixed upgrading from 1.14 images.
760,2014-5/7,2014-5/7,1574,True,2014-5/7,2,2014-5/7,Composite lists
5,2014-5/9,2014-5/9,1,True,2014-5/9,2,2014-5/9,Make sure that apache2 doesn't start.
53,2014-7/10,2014-5/10,0,True,2014-7/10,2,2014-5/10,Fast start
68,2014-5/10,2014-5/10,19,True,2014-5/10,2,2014-5/10,Uniform bootstrap.sh with OCD variables.
6,2014-5/13,2014-5/13,0,True,2014-5/13,2,2014-5/13,fixed hawkeye cursor problem
0,2014-5/14,2014-5/14,43310,True,2014-5/14,2,2014-5/14,removed unused files
83,2014-5/14,2014-5/14,7,True,2014-5/14,3,2014-5/14,fixes for GCE build and run
49,2014-5/14,2014-5/14,15,True,2014-5/14,2,2014-5/14,Fix pycassa deps
2,2014-5/15,2014-5/15,2,True,2014-5/15,2,2014-5/15,Fixed wrong code checking logic.
33,2014-6/15,2014-5/15,11,True,2014-6/15,2,2014-5/15,release number bump
1,2014-5/15,2014-5/15,1,True,2014-5/15,2,2014-5/15,Fixed typo.
0,2014-5/15,2014-5/15,2,True,2014-5/15,2,2014-5/15,Removed rsync for removed directory.
7,2014-5/16,2014-5/16,19,True,2014-5/16,2,2014-5/16,"Do not add duplicates, and delete duplicates"
9,2014-5/19,2014-5/19,0,True,2014-5/19,2,2014-5/19,ignore invalid headers in nginx
21,2014-5/19,2014-5/19,7,True,2014-5/19,2,2014-5/19,Djinn slave restore
217,2014-5/20,2014-5/20,110086,True,2014-5/20,2,2014-5/20,"Fixed nginx issue where it would be fatal, cleaned up ruby code to make ..."
24,2014-5/20,2014-5/20,18,True,2014-5/20,2,2014-5/20,Ocd cleanup
21,2014-9/22,2014-5/22,4,False,,1,2014-5/22,Use tags: default is stable.
1,2014-5/22,2014-5/22,1,True,2014-5/22,2,2014-5/22,Reduced connection timeout.
6,2014-5/28,2014-5/28,4,True,2014-5/28,2,2014-5/28,using correct pb type
51,2014-5/29,2014-5/29,9,True,2014-5/29,2,2014-5/29,Keep track of state of tasks
26,2014-5/30,2014-5/30,25,True,2014-5/30,2,2014-5/30,Taskqueue stats for how many tasks are pending in a queue.
7,2014-6/2,2014-6/2,1,True,2014-6/2,2,2014-6/2,Installing the correct version of the Crypto library
8,2014-6/3,2014-6/3,1,True,2014-6/3,2,2014-6/3,No monit on boot
4,2014-6/5,2014-6/5,3,True,2014-6/5,3,2014-6/5,RPC Tweaks
2,2014-6/10,2014-6/10,4,True,2014-6/10,2,2014-6/10,Soap ssl issue
967,2014-6/11,2014-6/11,3,True,2014-6/11,2,2014-6/11,Openstack cloud and remove google class restrictions
1,2014-6/11,2014-6/11,1,True,2014-6/11,3,2014-6/11,stop monit on build
10,2014-6/11,2014-6/11,2,True,2014-6/11,2,2014-6/11,hash if the key of memcache is too large
1,2014-6/12,2014-6/12,1,True,2014-6/12,2,2014-6/12,fixed syntax error
16,2014-6/12,2014-6/12,95,False,,3,2014-6/12,Shatterednirvana docker
1,2014-6/13,2014-6/13,1,True,2014-6/13,2,2014-6/13,Forgot to bump version number
1,2014-6/13,2014-6/13,1,True,2014-6/13,2,2014-6/13,Forgot to bump version number
1,2014-6/17,2014-6/17,1,True,2014-6/17,3,2014-6/17,removing instead of disabling
1,2014-6/17,2014-6/17,1,True,2014-6/17,2,2014-6/17,Adding force flag.
1,2014-6/20,2014-6/20,1,True,2014-6/20,2,2014-6/20,Fix typo on bootstrap.sh
2,2014-6/21,2014-6/21,2,True,2014-6/21,2,2014-6/21,Fix bootstrap.sh version detection
6,2014-6/30,2014-6/30,2,True,2014-6/30,2,2014-6/30,do not overwrite certs if they exist
6,2014-6/30,2014-6/30,5,True,2014-6/30,2,2014-6/30,Applying NDB patch for issue 236
5,2014-6/30,2014-6/30,3,True,2014-6/30,2,2014-6/30,Zk no dupes
6,2014-6/30,2014-6/30,2,True,2014-6/30,2,2014-6/30,removed duplicated for all ips and slaves
1,2014-7/1,2014-7/1,1,True,2014-7/1,2,2014-7/1,changed from error to info
266,2015-6/9,2014-7/9,246,False,,2,2014-7/9,Trusty support with 1.9.1 ruby
62,2015-12/10,2014-7/10,144,False,,4,2014-7/10,Add support to run as a docker image.
2,2014-7/14,2014-7/14,2,True,2014-7/14,2,2014-7/14,Use haproxy default for health checking
5,2014-7/18,2014-7/18,1,True,2014-7/18,3,2014-7/18,Use urllib2 handler for https rather than the fancy handler so we can co...
4,2014-7/22,2014-7/22,3,True,2014-7/22,2,2014-7/22,fixed tar command
149,2014-7/22,2014-7/22,36,True,2014-7/22,2,2014-7/22,fix for sending multiple attachments and allow future_builtins
2,2014-7/30,2014-7/30,10,True,2014-7/30,2,2014-7/30,"Making appscale more robust to failures, in particular having the api ch..."
107,2014-8/31,2014-7/31,0,True,2014-8/31,1,2014-7/31,adding script for enabling datastore viewer
1,2014-8/4,2014-8/4,0,True,2014-8/4,2,2014-8/4,Make sure future_builtins is whitelisted.
98,2014-8/4,2014-8/4,0,True,2014-8/4,2,2014-8/4,Viewer
4,2014-8/6,2014-8/6,1,True,2014-8/6,2,2014-8/6,updating configs for celery to remove temp queues
7,2014-8/6,2014-8/6,1,True,2014-8/6,2,2014-8/6,reloading taskqueue queues on restart of app
4,2014-8/7,2014-8/7,0,True,2014-8/7,2,2014-8/7,increasing concurrency of celery worker to 10
18,2014-9/11,2014-8/11,18,True,2014-9/11,3,2014-8/11,Allow bootstrap to continue if monit isn't found
8,2014-8/11,2014-8/11,3,True,2014-8/11,2,2014-8/11,having it reload on import error
2,2014-9/12,2014-8/12,0,True,2014-9/12,2,2014-8/12,Empty cursors if requested
7,2014-8/13,2014-8/13,0,True,2014-8/13,2,2014-8/13,Force https on port 443 for url fetch
2,2014-8/13,2014-8/13,7,True,2014-8/13,2,2014-8/13,Reverts queue reloading
82,2014-8/20,2014-8/20,41,True,2014-8/20,2,2014-8/20,Dashboard nav fixes
0,2014-8/22,2014-8/22,7,True,2014-8/22,2,2014-8/22,"Revert ""Force https on port 443 for url fetch"""
18,2014-9/8,2014-9/8,3,True,2014-9/8,2,2014-9/8,fix for ancestor composite indexes upon entity puts
1,2014-9/9,2014-9/9,1,True,2014-9/9,2,2014-9/9,logic was off for checking max groups in cross group transactions
3,2014-10/12,2014-9/12,2,False,,3,2014-9/12,"Fix RabbitMQ restart issues in Virtual Cluster mode, update startup sequence.."
49,2014-9/12,2014-9/12,3,True,2014-9/12,2,2014-9/12,retry logic on puts and deletes
56,2014-9/16,2014-9/16,8,True,2014-9/16,2,2014-9/16,Throw correct exceptions on illegal operations related to XG transactions
2,2014-9/17,2014-9/17,0,True,2014-9/17,2,2014-9/17,Clean deploy
51,2014-9/17,2014-9/17,1,True,2014-9/17,2,2014-9/17,make the datastore attribute always set to HighReplication
43,2014-9/22,2014-9/22,28,True,2014-9/22,2,2014-9/22,Filename quote
225,2014-9/22,2014-9/22,55,True,2014-9/22,2,2014-9/22,Reload taskqueue queues.
2433,2014-9/23,2014-9/23,0,True,2014-9/23,2,2014-9/23,Modules API
1,2014-10/7,2014-10/7,1,True,2014-10/7,2,2014-10/7,Adding -Ofair to celery workers.
5,2014-10/8,2014-10/8,0,True,2014-10/8,2,2014-10/8,Disables prefetching for Celery workers.
4,2014-10/9,2014-10/9,1,True,2014-10/9,2,2014-10/9,increased number of datastore servers per node as 2x CPU cores
18,2014-10/13,2014-10/13,10,True,2014-10/13,2,2014-10/13,Handle datastore error on queries.
4,2014-10/17,2014-10/17,0,True,2014-10/17,2,2014-10/17,Make sure we don't use ssl3 (POODLE).
1,2014-10/17,2014-10/17,1,True,2014-10/17,2,2014-10/17,fix sleep
549,2014-10/20,2014-10/20,156,True,2014-10/20,2,2014-10/20,Groomer update
702,2014-12/21,2014-10/21,0,True,2014-12/21,3,2014-10/21,Rebalance Cassandra and clean Zookeeper.
245,2015-2/21,2014-10/21,123,True,2015-2/21,2,2014-10/21,upgrade to cassandra 2.1.0 and update configs
11,2014-10/23,2014-10/23,4,True,2014-10/23,2,2014-10/23,Make sure we fail if build fails.
48,2014-10/23,2014-10/23,48,True,2014-10/23,2,2014-10/23,Commented out unused code that was causing an error as unreachable.
13,2014-10/23,2014-10/23,987,True,2014-10/23,2,2014-10/23,remove apichecker
1,2014-10/23,2014-10/23,1,True,2014-10/23,1,2014-10/23,Removing zookeeper version (gem not found).
8,2014-10/24,2014-10/24,8,True,2014-10/24,2,2014-10/24,GCE import error
59,2014-10/25,2014-10/25,58,False,,2,2014-10/25,No rabbitmq
579,2014-10/25,2014-10/25,1153,True,2014-10/25,3,2014-10/25,Merge with master
8,2014-11/27,2014-10/27,7,False,,1,2014-10/27,Fix rabbit
274,2014-10/27,2014-10/27,136,False,,1,2014-10/27,Nginx load balance DB requests
274,2014-10/27,2014-10/27,136,False,,1,2014-10/27,Nginx load balance DB requests
275,2014-10/27,2014-10/27,135,False,,1,2014-10/27,Nginx load balancing
31,2014-10/27,2014-10/27,34,True,2014-10/27,2,2014-10/27,load balance DB requests
1,2014-10/27,2014-10/27,1,True,2014-10/27,1,2014-10/27,Fixes broken unit test for app manager.
29,2014-11/28,2014-10/28,20,True,2014-11/28,2,2014-10/28,Adding retry logic for ntpdate.
24,2014-10/28,2014-10/28,0,True,2014-10/28,2,2014-10/28,Logrotate
17,2014-11/4,2014-11/4,2,True,2014-11/4,2,2014-11/4,Datastore stats
3,2014-11/4,2014-11/4,5,True,2014-11/4,2,2014-11/4,Use just first element for ancestors in composites
5,2014-11/6,2014-11/6,3,True,2014-11/6,1,2014-11/6,"Revert ""Use just first element for ancestors in composites"""
19,2014-11/7,2014-11/7,57,False,,1,2014-11/7,use classpath for jars instead of copying them
13,2014-11/7,2014-11/7,9,True,2014-11/7,2,2014-11/7,copy in jars on updated java apps
21,2014-11/7,2014-11/7,7,False,,2,2014-11/7,do not use a python error app for java apps
431,2014-11/12,2014-11/12,1,True,2014-11/12,2,2014-11/12,Adding remote api support for java
39,2014-11/12,2014-11/12,38,True,2014-11/12,2,2014-11/12,Remove conflicting jars
10,2014-11/13,2014-11/13,2,True,2014-11/13,2,2014-11/13,adding retry logic to email sending
42,2014-11/13,2014-11/13,26,True,2014-11/13,2,2014-11/13,catching zookeeper exceptions
2,2014-11/15,2014-11/15,9,True,2014-11/15,3,2014-11/15,Removing retry logic and adding a timeout
85,2014-11/17,2014-11/17,13,True,2014-11/17,2,2014-11/17,use a java error app if the application is written in java
48,2014-12/18,2014-11/18,6,True,2014-12/18,3,2014-11/18,2.1.0 release items
