['closedAt'],['createdAt'],['merged'],['mergedAt'],['publishedAt'],['title']
2021-2,2021-2,False,,2021-2,Merge pull request #1 from microsoft/main
2021-2,2021-2,False,,2021-2,Improving task test flakiness
2021-8,2021-2,False,,2021-2,#117667 add a markup escape for filenames in error messages
2021-7,2021-2,True,2021-7,2021-2,Provide more specific file type descriptions on macOS
2021-2,2021-2,True,2021-2,2021-2,Update marked to 2.0.0
2021-3,2021-2,True,2021-3,2021-2,Remove focus handling on the xterm element
2021-3,2021-2,True,2021-3,2021-2,fix #117718 fire onDidChangeResources event after unregistering group
2021-2,2021-2,True,2021-2,2021-2,Reduce markdown preview flickering on scroll
2021-2,2021-2,False,,2021-2,Merge pull request #1 from microsoft/main
2021-2,2021-2,True,2021-2,2021-2,Fixes long ouput with wrapped lines in narrow terminal crashes vscode
2021-3,2021-2,True,2021-3,2021-2,Add comments to add java workspace tags to GDPR inventory
2021-3,2021-2,True,2021-3,2021-2,fix the readonly attribute of textarea break the `vscode.workspace.onDidChangeTextDocument` API #117755
2021-3,2021-2,True,2021-3,2021-2,Fixing emmet issue where incorrect abbreviation is displayed in an html file
2021-2,2021-2,True,2021-2,2021-2,Remove exthost terminal processes
2021-3,2021-2,True,2021-3,2021-2,Remove flow control setting
2021-2,2021-2,True,2021-2,2021-2,Disable overrides in settings and keybindings
2021-3,2021-2,True,2021-3,2021-2,Factor in workspace trust when switching versions
,2021-2,False,,2021-2,[116761] Enable access to Web-* APIs in web extensions and webviews
2021-2,2021-2,True,2021-2,2021-2,fix altClickMovesCursor setting description -> markdownDescription
2021-2,2021-2,False,,2021-2,don't wrap path in quotes and escape spaces
2021-3,2021-2,True,2021-3,2021-2,Fix emmet update extensions path issue
2021-2,2021-2,True,2021-2,2021-2,Only show `infer return type` refactoring when refactorings are requested
2021-3,2021-2,True,2021-3,2021-2,Fixes #74505
2021-8,2021-2,False,,2021-2,Add command 'explorer.selectedFiles' #3553
2021-3,2021-2,True,2021-3,2021-2,"Fixes output filter field icon cannot be tabbed to, only shift-tabbed"
2021-3,2021-2,True,2021-3,2021-2,Fix focus outline oddly rendered for some action icons when panel is on the side
2021-3,2021-2,True,2021-3,2021-2,Support for DataBreakpointAccessType condition
2021-3,2021-2,True,2021-3,2021-2,Update seti-ui icon theme
,2021-3,False,,2021-3,remove arbitrary 600 pixel limit on quick input widget
2021-3,2021-3,True,2021-3,2021-3,:up: nsfwatcher
2021-3,2021-3,True,2021-3,2021-3,Implement shouldPersist for all terminals processes
2021-3,2021-3,False,,2021-3,Prevent env var relaunch from extension owned terminals
2021-3,2021-3,True,2021-3,2021-3,TylerLeonhardt/issue117123
2021-3,2021-3,True,2021-3,2021-3,Add 'prune' option to fetch in git extension API
2021-3,2021-3,True,2021-3,2021-3,Fixes #117924
2021-3,2021-3,True,2021-3,2021-3,add telemetry enablement api
2021-3,2021-3,True,2021-3,2021-3,Emmet: Change the type of emmet extensions path
2021-3,2021-3,True,2021-3,2021-3,Mark selected markdown previews in notebooks
2021-3,2021-3,True,2021-3,2021-3,Make the backlayer webview span the full width of the notebook editor
2021-3,2021-3,True,2021-3,2021-3,Fix extension's readme not rendering images width and height
2021-3,2021-3,True,2021-3,2021-3,Fix remote terminal reconnect
2021-3,2021-3,True,2021-3,2021-3,Update vscode.d.ts
2021-3,2021-3,True,2021-3,2021-3,candy/117960
2021-3,2021-3,True,2021-3,2021-3,Ensure EditorOptions subclass is passed to openEditor
2021-3,2021-3,False,,2021-3,Don't relaunch extension owned terminals
2021-3,2021-3,True,2021-3,2021-3,Don't relaunch extension owned terminals
,2021-3,False,,2021-3,[folding] provide a toggle for non-selection aware fold level commands
2021-3,2021-3,True,2021-3,2021-3,rpm-spec: fix the wrong claim about working on EL7
2021-3,2021-3,True,2021-3,2021-3,update shellType when it changes for local windows terminals
2021-3,2021-3,False,,2021-3,Fixes #118008
2021-3,2021-3,True,2021-3,2021-3,make webgl default renderer
2021-3,2021-3,True,2021-3,2021-3,Allow quick input to show info severity
2021-3,2021-3,True,2021-3,2021-3,Add a compose language
2021-3,2021-3,True,2021-3,2021-3,"Allow ripgrep search provider to work for files backed by file scheme, but not file scheme themselves (vscode-userdata)"
2021-3,2021-3,True,2021-3,2021-3,Fix typo in IWorkbenchExtensioManagementService
2021-3,2021-3,True,2021-3,2021-3,fix issue with finding required node handles
2021-3,2021-3,False,,2021-3,Introduce a service to resolve the shell environment
2021-3,2021-3,True,2021-3,2021-3,"snap: set compression to lzo, #117852"
2021-3,2021-3,True,2021-3,2021-3,Recover on pty host reconnect
2021-3,2021-3,True,2021-3,2021-3,Move local pty parts from ITerminalInstanceService into ILocalTerminalService
2021-3,2021-3,True,2021-3,2021-3,Adopt to use new table widget
2021-3,2021-3,True,2021-3,2021-3,Update distro
2021-3,2021-3,True,2021-3,2021-3,release 1.54 bump version
2021-3,2021-3,True,2021-3,2021-3,Send ctrl c sequence to terminal when ctrl c is pressed on an ipad
2021-3,2021-3,True,2021-3,2021-3,debug: update js-debug
2021-3,2021-3,True,2021-3,2021-3,FileSystemProvider extension: throwing a FileSystemError in readFile does not report to user
2021-3,2021-3,True,2021-3,2021-3,Renaming a folder adds it to history
2021-3,2021-3,True,2021-3,2021-3,bump version to future 1.54.2
2021-3,2021-3,True,2021-3,2021-3,"Add ""Copy As..."" core submenu to editor context and Edit titlebar menu"
2021-3,2021-3,True,2021-3,2021-3,allow debug textmate in sandbox
2021-3,2021-3,True,2021-3,2021-3,Fix debug console URI being decoded
2021-3,2021-3,True,2021-3,2021-3,Check if VSCode runs serverless
2021-3,2021-3,True,2021-3,2021-3,"Revert ""Send ctrl c sequence to terminal when ctrl c is pressed on an ipad"""
2021-3,2021-3,True,2021-3,2021-3,ctrl+c on ipad
2021-3,2021-3,True,2021-3,2021-3,kill terminal process on ipad
2021-3,2021-3,True,2021-3,2021-3,Don't assume uncompleted category exists
2021-3,2021-3,True,2021-3,2021-3,Consolidate local and remote terminal implementations
2021-3,2021-3,True,2021-3,2021-3,Pick up TS 4.2.3
2021-3,2021-3,True,2021-3,2021-3,debug: update js-debug
2021-3,2021-3,True,2021-3,2021-3,Add Julia indentation rules
2021-3,2021-3,True,2021-3,2021-3,move to IProcessEnvService where appropriate
2021-3,2021-3,True,2021-3,2021-3,Notebook custom markdown renderer optimization
2021-3,2021-3,True,2021-3,2021-3,Add more OCaml related file extensions to the OCaml group
2021-3,2021-3,False,,2021-3,fix: fixes issue #118312
2021-3,2021-3,False,,2021-3,Fixes #118181: Add http and https to svgFileSchemes
,2021-3,False,,2021-3,npm: Hide scripts matching pattern
2021-10,2021-3,False,,2021-3,Fix an algorithm of positioning a suggest widget
2021-4,2021-3,False,,2021-3,tryRestoreScrollPosition param added to webviewWorkbenchService
2021-3,2021-3,True,2021-3,2021-3,Fixes markdown preview gets empty
2021-3,2021-3,True,2021-3,2021-3,Fix transformToSnakecase
2021-3,2021-3,True,2021-3,2021-3,editors - fix mergeAllGroups (#118268)
2021-3,2021-3,True,2021-3,2021-3,Make more services available in electron sandbox
2021-3,2021-3,True,2021-3,2021-3,fixes #118214
2021-3,2021-3,True,2021-3,2021-3,Pass along remote authority when opening window on folders with custom scheme
2021-3,2021-3,True,2021-3,2021-3,Don't force kill ptys on Windows on window exit
2021-3,2021-3,True,2021-3,2021-3,Recover on pty host reconnect
2021-3,2021-3,True,2021-3,2021-3,API proposal for PortAttributesProvider
2021-3,2021-3,True,2021-3,2021-3,Don't force create a terminal on no reconnect
2021-3,2021-3,True,2021-3,2021-3,Fix tooltip for codelens-sample extension
2021-3,2021-3,True,2021-3,2021-3,Repro for bug https://github.com/microsoft/vscode/issues/118470
2021-3,2021-3,True,2021-3,2021-3,Bump elliptic from 6.5.3 to 6.5.4
2021-3,2021-3,True,2021-3,2021-3,Rebornix/nb list focus
2021-3,2021-3,True,2021-3,2021-3,Prevent env var relaunch for extension owned terminals
2021-3,2021-3,True,2021-3,2021-3,Fix typo in session update event
2021-3,2021-3,False,,2021-3,Fix bug of some IMEs cannot input in terminal
2021-3,2021-3,False,,2021-3,Fix bug of some IMEs cannot input in terminal
2021-3,2021-3,False,,2021-3,"[sql] grammar update, added window functions"
2021-3,2021-3,False,,2021-3,Add copy relative and lines command and menu item
2021-3,2021-3,True,2021-3,2021-3,Fix extra port icon
2021-3,2021-3,True,2021-3,2021-3,"Adding ""Delete Branch..."" to the Source Control > Branch section"
2021-3,2021-3,True,2021-3,2021-3,Properly dispose of everything in cells in Ports view
2021-5,2021-3,False,,2021-3,Unable to select a cell via the showNotebookDocument cmd
2021-3,2021-3,True,2021-3,2021-3,reduce grace time of remote terminals
2021-3,2021-3,True,2021-3,2021-3,Make terminal relaunch logic more internal to the process manager
2021-10,2021-3,False,,2021-3,try removing skip
2021-3,2021-3,True,2021-3,2021-3,add Education extension to category constants
2021-3,2021-3,True,2021-3,2021-3,"Fix ""new Promise"" TypeScript snippet"
,2021-3,False,,2021-3,fix: typo in menusExtensionPoint
2021-3,2021-3,True,2021-3,2021-3,fix #118615 'scm/resourceXXX/context' extension point descriptions
2021-3,2021-3,False,,2021-3,Jk/supervisor notification 3038
2021-3,2021-3,True,2021-3,2021-3,Fix extra + in Ports view
2021-3,2021-3,False,,2021-3,Top padding option
2021-3,2021-3,False,,2021-3,Jk/allow snapshot creation 2811
2021-3,2021-3,False,,2021-3,Add a command line argument to simplify development of web extensions
2021-3,2021-3,True,2021-3,2021-3,add ExtensionKindController
2021-3,2021-3,True,2021-3,2021-3,Fix emmet completions in scss
2021-3,2021-3,True,2021-3,2021-3,chore: bump electron@11.3.0
2021-6,2021-3,False,,2021-3,Add `getContext` command
2021-3,2021-3,True,2021-3,2021-3,Add stdout and stderr mimetype
2021-3,2021-3,True,2021-3,2021-3,Handle extension test execution on the UI
2021-3,2021-3,True,2021-3,2021-3,configure extension kind of extensions under development
2022-3,2021-3,False,,2021-3,chore: add --inspect-file-watcher for watcherService
2021-3,2021-3,True,2021-3,2021-3,Fix strange behavior of files.exclude in workspace with nested folders
2021-3,2021-3,True,2021-3,2021-3, Terminal profiles 
2021-3,2021-3,True,2021-3,2021-3,Lift native text file service to electron-sandbox
2021-3,2021-3,True,2021-3,2021-3,Do no install repo on Raspberry Pi OS
2021-3,2021-3,True,2021-3,2021-3,tests in webworker EH
2021-3,2021-3,True,2021-3,2021-3,Fix Emmet abbreviation for Handlebars style blocks
2021-4,2021-3,True,2021-4,2021-3,Emmet: Select next/previous item does not work with script tag.
2022-1,2021-3,True,2022-1,2021-3,Adding default fileicon support to language contributions
2021-3,2021-3,False,,2021-3,delete branch menu item added
2021-3,2021-3,False,,2021-3,delete branch menu item added
2021-3,2021-3,False,,2021-3,"""Delete Branch"" item added to menu"
2021-3,2021-3,False,,2021-3,Formatted MD as per requirement
2021-4,2021-3,False,,2021-3,Use git icon for ignore language
2021-3,2021-3,False,,2021-3,Fix typo s/precidence/precedence/
2021-3,2021-3,True,2021-3,2021-3,fs - go back to previous realpath version & increment version
2021-3,2021-3,False,,2021-3,Split view size
2021-3,2021-3,False,,2021-3,throw when minsize > maxsize
2021-3,2021-3,False,,2021-3,throw when minsize > maxsize
2021-3,2021-3,False,,2021-3,Create TypeScript snippet for Interfaces and Types
2021-3,2021-3,True,2021-3,2021-3,[typescript-language-features] Support import statement completions for TypeScript 4.3
2021-3,2021-3,True,2021-3,2021-3,fix: typo
2021-3,2021-3,False,,2021-3,Workspace trust changes
2021-3,2021-3,True,2021-3,2021-3,Workspace trust changes
2021-4,2021-3,True,2021-4,2021-3,format modified: format lines with whitespace changes
2021-3,2021-3,True,2021-3,2021-3,Enable vscode.Pseudoterminals in web worker ext host 
2021-3,2021-3,True,2021-3,2021-3,Fix border overlap in quick pick UI
2021-4,2021-3,True,2021-4,2021-3,Fix problems pane ignores `files.exclude` option
2021-3,2021-3,False,,2021-3,"snap: set compression to lzo, again, #117852"
2021-4,2021-3,True,2021-4,2021-3,Factor in workspace trust when installing/enabling an extension
2021-5,2021-3,True,2021-5,2021-3,test: add test for event Relay
2021-3,2021-3,True,2021-3,2021-3,Add telemetry for notifications
2021-3,2021-3,True,2021-3,2021-3,Task dependsOn test and refactors
2021-3,2021-3,True,2021-3,2021-3,Notebook serializer
2021-3,2021-3,True,2021-3,2021-3,Seamless terminal relaunch
2021-3,2021-3,True,2021-3,2021-3,Include community in README.md
2021-3,2021-3,True,2021-3,2021-3,Fix type ahead issue in relaunched terminals
2021-3,2021-3,True,2021-3,2021-3,Allow extension authors to set the title of a QuickPick/InputBox in Options
2021-3,2021-3,True,2021-3,2021-3,fix #118945 validationMessage on extension InputBox lacked Severity.Error
2021-3,2021-3,False,,2021-3,generator -> source
2021-3,2021-3,True,2021-3,2021-3,Improve debian control description
2021-3,2021-3,True,2021-3,2021-3,Unix profile selector
2021-3,2021-3,True,2021-3,2021-3,Add include for ms-auth extension
2021-3,2021-3,True,2021-3,2021-3,Initial file working copies
2021-3,2021-3,False,,2021-3,set ensureDirtyTextFilesAreOpened to only run after Restored phase
2021-3,2021-3,True,2021-3,2021-3,"Replace ""Favours"" with ""Favors"""
2021-3,2021-3,True,2021-3,2021-3,"Add support for `""log"": ""<level>""` to the argv.json"
2021-3,2021-3,False,,2021-3,fix default theme
2021-3,2021-3,True,2021-3,2021-3,terminal profile fixes
2021-3,2021-3,True,2021-3,2021-3,Open Editor refactors
2021-3,2021-3,False,,2021-3,Adding a language ID for CUDA
2021-3,2021-3,False,,2021-3,Nvidia/cuda cpp lang
2021-3,2021-3,True,2021-3,2021-3,allow wt description in widget
2021-3,2021-3,True,2021-3,2021-3,Getting started polish
2021-3,2021-3,True,2021-3,2021-3,Make UI progress indicator clearly visible in the quickpick
2021-3,2021-3,True,2021-3,2021-3,Add task to build extension media
2021-5,2021-3,True,2021-5,2021-3,Enable webview tests
2021-3,2021-3,True,2021-3,2021-3,fix #119261 filter also by description in Insert Snippet
2021-7,2021-3,False,,2021-3,Language detection
2021-3,2021-3,True,2021-3,2021-3,Properly decode wsl.exe -l output
2021-3,2021-3,True,2021-3,2021-3,Try to find ports with a root process
2021-3,2021-3,False,,2021-3,Allow skipping network initialization when value exists in disk cache
2021-3,2021-3,True,2021-3,2021-3,Terminal profile fixes
2021-3,2021-3,True,2021-3,2021-3,Add support for JSDoc link tags 
2021-3,2021-3,True,2021-3,2021-3,Try fixing leak of backlayer webviews for notebook diffs
2021-3,2021-3,True,2021-3,2021-3,fix(search): preserve case when match start with lowercase char
2021-3,2021-3,True,2021-3,2021-3,New user feedback survey
2021-3,2021-3,True,2021-3,2021-3,Fix terminal panel not being focused on first create after reload
2021-4,2021-3,True,2021-4,2021-3,Enable setTextDocumentLanguage
2021-3,2021-3,False,,2021-3,Add a grammar for cuda-cpp
2021-3,2021-3,False,,2021-3,Add a problem matcher for cuda-cpp based on nvcc output
2021-3,2021-3,True,2021-3,2021-3,"Add cuda-cpp lang id, grammar and problem matchers"
2021-3,2021-3,False,,2021-3,feat: change minSize for sash
2021-4,2021-3,True,2021-4,2021-3,Update seti-ui file icons
2021-3,2021-3,True,2021-3,2021-3,Fixes #111814
2021-3,2021-3,True,2021-3,2021-3,"snap-build-linux.yml: use ""snap pack"" to get LZO"
2021-10,2021-3,True,2021-10,2021-3,Feature: New command - Delete Duplicate Lines
2021-3,2021-3,True,2021-3,2021-3,Workspace trust - multi-window improvements
2021-3,2021-3,True,2021-3,2021-3,Allow tests to be loaded asynchronously
2021-3,2021-3,False,,2021-3,terminal fixes
2021-3,2021-3,True,2021-3,2021-3,Fix a random typo in recent commit
2021-3,2021-3,True,2021-3,2021-3,feat: add typographer option for markdown preview
2021-3,2021-3,True,2021-3,2021-3,Workspace trust - API feedback
2021-3,2021-3,True,2021-3,2021-3,Revisit webviewExternalEndpoint in environment
2021-3,2021-3,True,2021-3,2021-3,Add schema to profiles settings
2021-3,2021-3,False,,2021-3,Allow AppleScript from terminal. references #119787
2021-3,2021-3,True,2021-3,2021-3,Add a placeholder for already forwarded root ports
2021-3,2021-3,True,2021-3,2021-3,"Show current DataBreakpoint access type in ""Breakpoints"" view (#119588)"
2021-3,2021-3,False,,2021-3,Update C# Grammar
2021-6,2021-3,False,,2021-3,Adds ${columnNumber} configuration variable to tasks.json and launch.json.
2021-3,2021-3,True,2021-3,2021-3,add visible flag to notification
2021-3,2021-3,True,2021-3,2021-3,Fix default renderer as WebGL and fallback to dom
2021-3,2021-3,True,2021-3,2021-3,Setting descriptions typos and formatting
2021-7,2021-3,True,2021-7,2021-3,fix maximum call stack size reached issue
2021-3,2021-3,False,,2021-3,Finalize setting name: displayDetectedWslProfiles -> useWslProfiles
2021-3,2021-3,True,2021-3,2021-3,allow terminal profiles w source to have args
2021-3,2021-3,True,2021-3,2021-3,Remove quick launch terminology from code
2021-3,2021-3,True,2021-3,2021-3,Remove RemoteHub from desktop stable
2021-3,2021-3,True,2021-3,2021-3,CES distro update
2021-3,2021-3,True,2021-3,2021-3,High-contrast images for getting started
2021-3,2021-3,True,2021-3,2021-3,iPad OS ctrl + c in terminal 
2021-3,2021-3,True,2021-3,2021-3,debug: fix stop on entry not working after launch.json change
2021-3,2021-3,True,2021-3,2021-3,[Getting Started] new file => new untitled file rather than explorer's new file
2021-3,2021-3,True,2021-3,2021-3,Respect viewtype for reopen with in notebooks
2021-3,2021-3,True,2021-3,2021-3,Finalize setting name: displayDetectedWslProfiles -> useWslProfiles
2021-3,2021-3,True,2021-3,2021-3,Fix test compilation
2021-3,2021-3,True,2021-3,2021-3,"Allow undefined in terminal env map, unify interfaces"
2021-3,2021-3,True,2021-3,2021-3,electron-sandbox refactors for terminal
2021-3,2021-3,True,2021-3,2021-3, Remove code that is not needed
2021-3,2021-3,True,2021-3,2021-3,Workspace trust - extension enablement
2021-4,2021-3,False,,2021-3,chore: update to electron 12
2021-4,2021-3,True,2021-4,2021-3,Fixed wrong variable name shadowing that caused Profiles for extensio…
2021-3,2021-3,False,,2021-3,Render unbound keybindings
2021-3,2021-3,True,2021-3,2021-3,allow authority in wt
2021-3,2021-3,False,,2021-3,Fix: PHP require()/require_once() and include()/include_once() wrong syntax
2021-3,2021-3,True,2021-3,2021-3,Fixes #120066
2021-3,2021-3,True,2021-3,2021-3,sandy081/fix119975
2021-3,2021-3,True,2021-3,2021-3,fix(notebook): redo cell creation does not re-select the cell
2021-4,2021-3,True,2021-4,2021-3,markdown-language-features: Fix Windows Preview Link Uri
2021-3,2021-3,True,2021-3,2021-3,Respect viewtype for reopen with in notebooks
2021-3,2021-3,True,2021-3,2021-3,Fix table list height
2021-3,2021-3,False,,2021-3,semantic highlighting no longer works for js/jsx files
2021-3,2021-3,True,2021-3,2021-3,semantic highlighting no longer works for js/jsx files
2021-3,2021-3,True,2021-3,2021-3,Finalizes extension object to ExtensionContext
2021-3,2021-3,True,2021-3,2021-3,Remove unused static functions in grid.ts
2021-3,2021-3,True,2021-3,2021-3,Handle error in getting wsl distros
2021-3,2021-3,True,2021-3,2021-3,Remove assert.equal
2021-3,2021-3,True,2021-3,2021-3,Replace -1 constant in keycode with enum value
2021-3,2021-3,True,2021-3,2021-3,handle error when wsl is not installed
2021-3,2021-3,True,2021-3,2021-3,Change rendererType to gpuAcceleration
2021-3,2021-3,True,2021-3,2021-3,Adopt workbench.hover.delay in the terminal
2021-3,2021-3,True,2021-3,2021-3,Render markdown preview cells inside a shadow dom
2021-3,2021-3,True,2021-3,2021-3,fix powershell profile source
2021-3,2021-3,True,2021-3,2021-3,Profiles via command pallette
2021-3,2021-3,True,2021-3,2021-3,🧹 extHostTerminalService
2021-3,2021-3,True,2021-3,2021-3,check if localPtyService is defined to avoid throwing in web playground
2021-3,2021-3,True,2021-3,2021-3,Fix terminal mouse reporting via binary events
2021-3,2021-3,True,2021-3,2021-3,do not block svg for webview resources
2021-3,2021-3,True,2021-3,2021-3,Update markdown-it
2021-3,2021-3,True,2021-3,2021-3,Joao/release/1.55/120062
,2021-3,False,,2021-3,Fix some code issues in PieceTree impl
2021-3,2021-3,False,,2021-3,from project of microsoft
2021-4,2021-3,True,2021-4,2021-3,pull reduce grace time into ptyService method
2021-3,2021-3,True,2021-3,2021-3,Add `open with` entry for search editor
2021-4,2021-3,False,,2021-3,Add files via upload
2021-4,2021-3,True,2021-4,2021-3,Better action hover feedback
2021-5,2021-3,False,,2021-3,Move getParentEnvironment into pty service
2021-4,2021-3,True,2021-4,2021-3,Make splitting respect supportMultipleDocument
2021-3,2021-3,True,2021-3,2021-3,Update distro commit to include REST Book enabled for insiders
2021-4,2021-3,True,2021-4,2021-3,Fixes simple browser icons are broken in firefox
2021-4,2021-4,True,2021-4,2021-4,Set up scroll width even when width has to be detected by the list
2021-4,2021-4,False,,2021-4,Fix DefaultPreferencesEditor setInput
2021-4,2021-4,True,2021-4,2021-4,Add emmet self closing abbreviation support
2021-4,2021-4,True,2021-4,2021-4,Refactor npm extension to only use npm
2021-4,2021-4,True,2021-4,2021-4,Make easy adoptions of async configuation resolver service
2021-5,2021-4,False,,2021-4,Update terminalProfiles.ts
2021-4,2021-4,True,2021-4,2021-4,Update PHP grammar
2021-4,2021-4,True,2021-4,2021-4,Update to vscode-proxy-agent 0.8.2 (#120354)
2021-4,2021-4,True,2021-4,2021-4,debug: update js-debug
2021-4,2021-4,True,2021-4,2021-4,More effecient handling of changes
2021-4,2021-4,True,2021-4,2021-4,[html-language-features] Update TS language service call for 4.3 protocol
2021-4,2021-4,True,2021-4,2021-4,"Fix webview search, fixes #120158"
2021-6,2021-4,False,,2021-4,fix typos
2021-4,2021-4,True,2021-4,2021-4,bump version to 1.55.1
2021-4,2021-4,True,2021-4,2021-4,"wsl -l -q, removes header and default mark"
2021-4,2021-4,True,2021-4,2021-4,tweak api based on conversations
2021-4,2021-4,True,2021-4,2021-4,fall back to dom if webgl loses context
2021-4,2021-4,True,2021-4,2021-4,Don't scroll to top when removing entries from recently opened
2021-4,2021-4,True,2021-4,2021-4,Improve terminal profiles tests
2021-4,2021-4,True,2021-4,2021-4,Central service for notebooks and custom editors
2021-4,2021-4,True,2021-4,2021-4,Prototype side by side commands for getting started
2021-4,2021-4,True,2021-4,2021-4,update wt static declarations
2021-12,2021-4,False,,2021-4,Add ligature support to terminal
2021-4,2021-4,False,,2021-4,Re-enable skipped test
2021-4,2021-4,True,2021-4,2021-4,Improve reporting of extension config schema validation errors
2022-1,2021-4,True,2022-1,2021-4,fix #118617 use term 'remote' when referring to lack of upstream branch
2021-4,2021-4,True,2021-4,2021-4,fix emmet issue where wrong suggestions is promoted in html file
2021-4,2021-4,True,2021-4,2021-4,fix #120485 hide `Open Timeline` from Explorer context menu when there are no timeline providers
2021-4,2021-4,True,2021-4,2021-4,fix: only add readonly attribute to textarea dom when editor is readonly
2021-4,2021-4,True,2021-4,2021-4,Update distro with new app icons for big sur
2021-4,2021-4,False,,2021-4,Handle adding/deleting folders to a workspace
2021-4,2021-4,False,,2021-4,Rename setting descriptions
2021-4,2021-4,True,2021-4,2021-4,Add support for terminal icons
2021-8,2021-4,False,,2021-4,fix-120429 only add color to debug codicons in specific places
2021-4,2021-4,False,,2021-4,Allow to theme keybindings widgets in quick open command palette
2021-4,2021-4,True,2021-4,2021-4,fix-120578 don't offer callstack step-in/over/out when not stopped
2021-4,2021-4,False,,2021-4,Allow keybinding labels to be themed
2021-4,2021-4,True,2021-4,2021-4,Add terminal status concept
2021-4,2021-4,True,2021-4,2021-4,terminal tabs UI
2021-4,2021-4,True,2021-4,2021-4,Intermediate content for Getting Started
2021-4,2021-4,False,,2021-4,distro 246
2021-4,2021-4,False,,2021-4,distro 251
2021-4,2021-4,False,,2021-4,distro 249
2021-4,2021-4,False,,2021-4,distro 249
2021-4,2021-4,False,,2021-4,distro 247
2021-4,2021-4,True,2021-4,2021-4,Make sure yarn.lock changes are allowed for committer PRs
2021-4,2021-4,False,,2021-4,Workspace trust - Extension manifest refactoring
2021-4,2021-4,True,2021-4,2021-4,Use service workers for loading webview resources on desktop
2021-4,2021-4,False,,2021-4,Workspace trust default/override
2021-4,2021-4,True,2021-4,2021-4,Pick up electron 11.4.2
2021-4,2021-4,True,2021-4,2021-4,Don't call node-gyp anymore
2021-4,2021-4,True,2021-4,2021-4,chore: use bundled node-gyp
2021-4,2021-4,True,2021-4,2021-4,Build with latest TS nightly
2021-4,2021-4,True,2021-4,2021-4,Merge shellEnv into process.env (#120332)
2021-4,2021-4,True,2021-4,2021-4,Theming for keybinding label
2021-4,2021-4,True,2021-4,2021-4,Don't call node-gyp anymore (#120673)
2021-4,2021-4,False,,2021-4,sex
2021-4,2021-4,True,2021-4,2021-4,Add override keyword in codebase
2021-4,2021-4,True,2021-4,2021-4,[themes] Fix JSON formatting in High Contrast Black default theme
2021-4,2021-4,True,2021-4,2021-4,Resolve unix shell env when default shell is PowerShell
2021-4,2021-4,True,2021-4,2021-4,fix #120776 remove stray words from `contextualTitle` description
2021-4,2021-4,False,,2021-4,distro 253
2021-4,2021-4,False,,2021-4,WorkspaceTrust - Split WorkspaceTrustService
2021-4,2021-4,True,2021-4,2021-4,[themes] Fix JSON formatting in High Contrast Black default theme (2)
2021-4,2021-4,True,2021-4,2021-4,🐛 FIX: Typo in the bug report template
2022-5,2021-4,False,,2021-4,try to make submodule clearly
2021-4,2021-4,False,,2021-4,distro 248
2021-4,2021-4,True,2021-4,2021-4,[themes] Fix JSON formatting in High Contrast Black default theme (3)
2021-4,2021-4,True,2021-4,2021-4,Pick up new distro version and bump version
2021-4,2021-4,True,2021-4,2021-4,+ button and context menu for terminal tabs
2021-4,2021-4,True,2021-4,2021-4,Fixed and extended Debug Console support for most ANSI SGR codes
2021-4,2021-4,True,2021-4,2021-4,perf - warm up canvas in idle callback
2021-4,2021-4,True,2021-4,2021-4,Implement notebook kernels as push model
2021-4,2021-4,True,2021-4,2021-4,Add all valid hosts to simple browser
2021-4,2021-4,True,2021-4,2021-4,Update seti icons
2021-11,2021-4,True,2021-11,2021-4,Add enable-render-process-reuse flag
2021-4,2021-4,True,2021-4,2021-4,Jackson/getting started grid
2021-4,2021-4,True,2021-4,2021-4,Simplify the trust editor
2021-4,2021-4,True,2021-4,2021-4,Bump distro for release/1.55
2021-4,2021-4,False,,2021-4,Fix weird yarn.lock entries
2021-4,2021-4,True,2021-4,2021-4,Split WorkspaceTrustService
2021-4,2021-4,True,2021-4,2021-4,Extension workspace trust request using product/settings files
2021-4,2021-4,True,2021-4,2021-4,Fixes horizontal scrollbar is too narrow in split settings editor JSON
2021-4,2021-4,True,2021-4,2021-4,show separator in filtered quick pick
2021-4,2021-4,True,2021-4,2021-4,Add all valid hosts to simple browser
2021-4,2021-4,True,2021-4,2021-4,Implement trusted workspace settings 
2021-4,2021-4,True,2021-4,2021-4,Reduce callers of createEditorInput when not needed (#121098)
2021-6,2021-4,False,,2021-4,Add getWorkspaceTrustState API
2021-4,2021-4,True,2021-4,2021-4,Boolean Trust State
2021-4,2021-4,False,,2021-4,Fix for 1.55.2
2021-4,2021-4,True,2021-4,2021-4,Fix for 1.55.2
2021-4,2021-4,True,2021-4,2021-4,Workspace trust transition improvements
2021-4,2021-4,True,2021-4,2021-4,Refactor shell resolving
2021-4,2021-4,True,2021-4,2021-4,"Fix terminal reconnect, remove writeSync completely"
2021-4,2021-4,True,2021-4,2021-4,Speculative fix for unresponsive pty host
2021-4,2021-4,False,,2021-4,"Allow extensions to register views which are expanded by default under Explorer, SCM and Debug view containers"
2021-4,2021-4,True,2021-4,2021-4,Use workspace trust signal when adding a folder to a workspace
2021-4,2021-4,True,2021-4,2021-4,Finalize #77423
2021-4,2021-4,True,2021-4,2021-4,Cell statusbar API
2021-4,2021-4,False,,2021-4,Flatten document/cell custom metadata
